epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.44513,53.00000,35.00000,6849
1,1,0.35491,55.00000,30.00000,508
1,2,0.31883,62.00000,30.00000,213
1,3,0.30033,56.00000,35.00000,207
1,4,0.28976,47.00000,35.00000,203
1,5,0.28042,47.00000,36.00000,215
1,6,0.26956,65.00000,30.00000,222
1,7,0.25988,58.00000,30.00000,200
1,8,0.24276,52.00000,35.00000,218
1,9,0.23896,64.00000,30.00000,197
1,10,0.22769,57.00000,35.00000,197
1,11,0.22190,61.00000,30.00000,201
1,12,0.20995,57.00000,36.00000,194
1,13,0.19922,53.00000,30.00000,217
1,14,0.19002,53.00000,30.00000,187
1,15,0.18717,66.00000,30.00000,201
1,16,0.17056,54.00000,30.00000,200
1,17,0.16613,35.00000,36.00000,247
1,18,0.16045,61.00000,30.00000,210
1,19,0.15744,43.00000,36.00000,215
1,20,0.14906,62.00000,30.00000,194
1,21,0.14307,45.00000,36.00000,579
1,22,0.15328,42.00000,36.00000,330
1,23,0.14519,47.00000,36.00000,180
1,24,0.14218,40.00000,35.00000,181
1,25,0.13620,59.00000,35.00000,202
1,26,0.14389,55.00000,35.00000,256
1,27,0.13257,43.00000,40.00000,173
1,28,0.13596,52.00000,35.00000,210
1,29,0.12952,55.00000,30.00000,208
1,30,0.13939,49.00000,35.00000,2027
1,31,0.13148,63.00000,30.00000,600
1,32,0.12439,50.00000,35.00000,173
1,33,0.13500,52.00000,35.00000,205
1,34,0.12389,53.00000,35.00000,209
2,0,0.12375,61.00000,30.00000,254
2,1,0.11870,53.00000,30.00000,322
2,2,0.11130,61.00000,30.00000,189
2,3,0.11846,41.00000,35.00000,199
2,4,0.11476,54.00000,35.00000,202
2,5,0.11217,50.00000,35.00000,187
2,6,0.11527,44.00000,36.00000,198
2,7,0.11074,42.00000,36.00000,195
2,8,0.11452,55.00000,30.00000,200
2,9,0.11452,43.00000,36.00000,204
2,10,0.11077,36.00000,40.00000,228
2,11,0.10640,53.00000,35.00000,311
2,12,0.10851,61.00000,30.00000,183
2,13,0.10887,51.00000,35.00000,210
2,14,0.10678,57.00000,30.00000,193
2,15,0.11329,51.00000,35.00000,215
2,16,0.10947,59.00000,30.00000,190
2,17,0.10785,41.00000,36.00000,206
2,18,0.10518,61.00000,30.00000,191
2,19,0.11458,43.00000,35.00000,237
2,20,0.10771,49.00000,30.00000,206
2,21,0.10984,67.00000,30.00000,222
2,22,0.11267,46.00000,35.00000,212
2,23,0.10507,54.00000,35.00000,196
2,24,0.10848,61.00000,30.00000,191
2,25,0.10623,61.00000,30.00000,192
2,26,0.10539,59.00000,35.00000,190
2,27,0.11781,52.00000,36.00000,205
2,28,0.10938,55.00000,35.00000,242
2,29,0.10220,54.00000,30.00000,187
2,30,0.10901,49.00000,35.00000,211
2,31,0.10476,50.00000,36.00000,203
2,32,0.10013,46.00000,35.00000,175
2,33,0.11240,45.00000,36.00000,206
2,34,0.10219,56.00000,35.00000,240
3,0,0.11203,47.00000,36.00000,1877
3,1,0.10817,52.00000,35.00000,200
3,2,0.10421,58.00000,30.00000,182
3,3,0.10464,40.00000,36.00000,197
3,4,0.10701,64.00000,30.00000,209
3,5,0.10470,53.00000,30.00000,182
3,6,0.10958,52.00000,35.00000,202
3,7,0.10947,45.00000,36.00000,207
3,8,0.10734,50.00000,36.00000,210
3,9,0.10470,60.00000,30.00000,195
3,10,0.10347,60.00000,35.00000,1776
3,11,0.10428,45.00000,35.00000,191
3,12,0.11267,51.00000,35.00000,201
3,13,0.10685,45.00000,40.00000,183
3,14,0.10389,44.00000,35.00000,217
3,15,0.10519,43.00000,35.00000,207
3,16,0.11578,58.00000,30.00000,201
3,17,0.10754,56.00000,35.00000,192
3,18,0.10836,50.00000,35.00000,206
3,19,0.10571,56.00000,30.00000,203
3,20,0.10854,53.00000,30.00000,1752
3,21,0.10459,56.00000,30.00000,189
3,22,0.10526,58.00000,30.00000,202
3,23,0.11127,66.00000,30.00000,198
3,24,0.10842,66.00000,30.00000,197
3,25,0.10274,61.00000,30.00000,197
3,26,0.10399,49.00000,30.00000,185
3,27,0.10719,58.00000,30.00000,193
3,28,0.11144,48.00000,35.00000,200
3,29,0.10701,51.00000,35.00000,201
3,30,0.11154,63.00000,30.00000,1697
3,31,0.10170,52.00000,35.00000,185
3,32,0.09854,57.00000,30.00000,182
3,33,0.10468,67.00000,30.00000,194
3,34,0.09964,46.00000,35.00000,178
4,0,0.11238,45.00000,35.00000,1005
4,1,0.10186,43.00000,36.00000,240
4,2,0.10640,50.00000,35.00000,197
4,3,0.10408,55.00000,35.00000,200
4,4,0.10019,60.00000,30.00000,195
4,5,0.10228,61.00000,30.00000,195
4,6,0.09750,54.00000,30.00000,190
4,7,0.10501,56.00000,35.00000,195
4,8,0.10201,58.00000,30.00000,186
4,9,0.10416,55.00000,35.00000,207
4,10,0.10944,58.00000,30.00000,986
4,11,0.10522,41.00000,36.00000,224
4,12,0.10446,62.00000,30.00000,326
4,13,0.09600,60.00000,30.00000,198
4,14,0.09612,61.00000,30.00000,193
4,15,0.10462,56.00000,30.00000,200
