epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.48147,50.00000,36.00000,3737
1,1,0.34470,52.00000,35.00000,256
1,2,0.27914,61.00000,30.00000,159
1,3,0.26176,55.00000,35.00000,163
1,4,0.22925,67.00000,30.00000,165
1,5,0.23118,58.00000,30.00000,153
1,6,0.21098,60.00000,35.00000,162
1,7,0.21242,60.00000,30.00000,156
1,8,0.19319,61.00000,30.00000,157
1,9,0.17767,50.00000,35.00000,148
1,10,0.16007,72.00000,30.00000,166
1,11,0.16145,73.00000,30.00000,168
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.48145,49.00000,35.00000,4102
1,1,0.34017,75.00000,30.00000,377
1,2,0.28268,55.00000,35.00000,211
1,3,0.26009,52.00000,36.00000,177
1,4,0.23416,63.00000,30.00000,189
1,5,0.21551,51.00000,35.00000,189
2,0,0.20786,59.00000,30.00000,1316
2,1,0.18129,67.00000,30.00000,177
2,2,0.20709,65.00000,30.00000,187
2,3,0.16560,65.00000,30.00000,162
2,4,0.14998,76.00000,30.00000,175
2,5,0.15519,59.00000,35.00000,157
3,0,0.15523,59.00000,30.00000,883
3,1,0.14916,59.00000,35.00000,199
3,2,0.13965,51.00000,36.00000,187
3,3,0.13857,54.00000,30.00000,167
3,4,0.13284,61.00000,36.00000,193
3,5,0.17661,53.00000,36.00000,190
4,0,0.13006,66.00000,35.00000,452
4,1,0.13609,58.00000,30.00000,166
4,2,0.14717,58.00000,35.00000,188
4,3,0.13407,66.00000,35.00000,187
4,4,0.12003,55.00000,35.00000,185
4,5,0.11294,56.00000,40.00000,184
5,0,0.11638,60.00000,35.00000,370
5,1,0.11019,63.00000,30.00000,169
5,2,0.11655,61.00000,35.00000,193
5,3,0.09541,50.00000,36.00000,156
5,4,0.10821,60.00000,35.00000,161
5,5,0.11713,53.00000,35.00000,185
6,0,0.10456,49.00000,30.00000,493
6,1,0.09455,59.00000,35.00000,187
6,2,0.09280,75.00000,30.00000,195
6,3,0.10242,65.00000,35.00000,190
6,4,0.09014,43.00000,36.00000,178
6,5,0.08360,48.00000,36.00000,186
7,0,0.08190,59.00000,36.00000,2106
7,1,0.09327,59.00000,35.00000,174
7,2,0.12572,58.00000,30.00000,190
7,3,0.08231,48.00000,40.00000,185
7,4,0.12225,55.00000,35.00000,185
