epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.44406,53.00000,35.00000,6002
1,1,0.35471,58.00000,35.00000,327
1,2,0.32404,60.00000,36.00000,190
1,3,0.30972,65.00000,30.00000,132
1,4,0.29954,52.00000,35.00000,138
1,5,0.28119,57.00000,30.00000,138
1,6,0.28421,49.00000,30.00000,133
1,7,0.27013,54.00000,30.00000,133
1,8,0.24771,49.00000,35.00000,125
1,9,0.25414,65.00000,30.00000,168
1,10,0.24104,69.00000,30.00000,146
1,11,0.23062,72.00000,30.00000,140
1,12,0.23440,73.00000,30.00000,143
1,13,0.22349,58.00000,30.00000,135
1,14,0.19876,66.00000,30.00000,105
1,15,0.19822,50.00000,36.00000,127
1,16,0.20956,61.00000,35.00000,132
1,17,0.18836,52.00000,36.00000,134
1,18,0.17723,51.00000,36.00000,124
1,19,0.17562,65.00000,30.00000,137
1,20,0.16899,73.00000,30.00000,140
2,0,0.16584,55.00000,36.00000,792
2,1,0.16073,70.00000,30.00000,135
2,2,0.15054,55.00000,36.00000,114
2,3,0.15927,48.00000,40.00000,116
2,4,0.15451,48.00000,35.00000,126
2,5,0.15329,52.00000,36.00000,127
2,6,0.15537,53.00000,35.00000,180
2,7,0.15948,53.00000,35.00000,111
2,8,0.14358,48.00000,35.00000,127
2,9,0.13484,56.00000,35.00000,138
2,10,0.13526,63.00000,30.00000,123
2,11,0.13805,62.00000,35.00000,117
2,12,0.13822,69.00000,35.00000,166
2,13,0.12801,59.00000,35.00000,141
2,14,0.13387,69.00000,30.00000,128
2,15,0.12417,67.00000,30.00000,135
2,16,0.11142,54.00000,36.00000,103
2,17,0.12273,61.00000,35.00000,157
2,18,0.12711,63.00000,30.00000,126
2,19,0.11842,59.00000,36.00000,143
2,20,0.11831,62.00000,30.00000,128
3,0,0.12991,61.00000,30.00000,1056
3,1,0.11977,48.00000,40.00000,132
3,2,0.11667,55.00000,35.00000,160
3,3,0.12632,63.00000,30.00000,158
3,4,0.10494,47.00000,35.00000,118
3,5,0.10754,71.00000,35.00000,96
3,6,0.10439,49.00000,36.00000,133
3,7,0.12156,55.00000,36.00000,130
3,8,0.11267,69.00000,30.00000,106
3,9,0.10235,59.00000,35.00000,152
3,10,0.10487,49.00000,36.00000,146
3,11,0.11878,69.00000,30.00000,139
3,12,0.11170,69.00000,30.00000,124
3,13,0.10795,67.00000,30.00000,124
3,14,0.11714,45.00000,35.00000,143
3,15,0.11675,69.00000,30.00000,116
3,16,0.11307,58.00000,35.00000,131
3,17,0.10944,62.00000,35.00000,136
3,18,0.12723,54.00000,35.00000,134
3,19,0.10319,71.00000,30.00000,141
3,20,0.11755,55.00000,35.00000,128
4,0,0.12928,66.00000,30.00000,2409
4,1,0.11142,47.00000,36.00000,152
4,2,0.11176,42.00000,35.00000,145
4,3,0.11178,52.00000,35.00000,112
4,4,0.12356,51.00000,36.00000,165
4,5,0.11185,30.00000,36.00000,149
4,6,0.10609,52.00000,36.00000,139
4,7,0.11345,59.00000,35.00000,153
4,8,0.12881,61.00000,35.00000,117
4,9,0.11391,60.00000,30.00000,99
4,10,0.11310,49.00000,30.00000,168
4,11,0.11920,57.00000,35.00000,111
4,12,0.11118,59.00000,30.00000,141
4,13,0.12052,49.00000,40.00000,136
4,14,0.12047,47.00000,36.00000,143
4,15,0.09464,59.00000,35.00000,101
4,16,0.11207,69.00000,30.00000,135
4,17,0.11397,58.00000,35.00000,131
4,18,0.11109,50.00000,36.00000,98
4,19,0.11344,71.00000,30.00000,142
4,20,0.11998,55.00000,35.00000,170
5,0,0.11217,65.00000,30.00000,1702
5,1,0.10299,56.00000,35.00000,162
