epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.44506,53.00000,35.00000,14371
1,1,0.35540,51.00000,35.00000,475
1,2,0.31858,50.00000,36.00000,225
1,3,0.29998,54.00000,30.00000,228
1,4,0.28904,57.00000,30.00000,190
1,5,0.27937,63.00000,30.00000,212
1,6,0.26948,65.00000,30.00000,188
1,7,0.26087,56.00000,35.00000,202
1,8,0.24347,58.00000,30.00000,200
1,9,0.23930,50.00000,35.00000,197
1,10,0.22778,57.00000,35.00000,198
1,11,0.22149,66.00000,30.00000,204
1,12,0.20842,57.00000,36.00000,199
1,13,0.19878,40.00000,36.00000,190
1,14,0.19068,53.00000,30.00000,198
1,15,0.18731,52.00000,36.00000,198
1,16,0.17016,52.00000,30.00000,183
1,17,0.16740,65.00000,30.00000,202
1,18,0.15853,61.00000,30.00000,228
1,19,0.15645,58.00000,30.00000,212
1,20,0.14867,62.00000,30.00000,193
1,21,0.14316,45.00000,36.00000,291
1,22,0.15286,42.00000,36.00000,453
1,23,0.14724,47.00000,36.00000,192
1,24,0.13958,40.00000,35.00000,274
1,25,0.14082,59.00000,35.00000,224
1,26,0.14305,55.00000,35.00000,211
1,27,0.13275,43.00000,40.00000,226
1,28,0.13679,52.00000,35.00000,257
1,29,0.13501,55.00000,30.00000,211
1,30,0.12709,49.00000,35.00000,211
1,31,0.13012,63.00000,30.00000,673
1,32,0.11708,50.00000,35.00000,429
1,33,0.13628,52.00000,35.00000,208
1,34,0.12302,53.00000,35.00000,201
2,0,0.11847,61.00000,30.00000,220
2,1,0.11605,53.00000,30.00000,191
2,2,0.10685,53.00000,35.00000,197
2,3,0.11733,64.00000,30.00000,219
2,4,0.11153,54.00000,35.00000,213
2,5,0.10907,50.00000,35.00000,186
2,6,0.11399,44.00000,36.00000,202
2,7,0.11072,42.00000,36.00000,185
2,8,0.11421,64.00000,30.00000,200
2,9,0.11021,43.00000,36.00000,182
2,10,0.11195,54.00000,35.00000,228
2,11,0.10315,59.00000,30.00000,192
2,12,0.10883,45.00000,35.00000,221
2,13,0.11520,51.00000,35.00000,193
2,14,0.11127,52.00000,35.00000,183
2,15,0.11321,57.00000,30.00000,189
2,16,0.11110,59.00000,30.00000,190
2,17,0.11174,41.00000,36.00000,202
2,18,0.10835,61.00000,30.00000,196
2,19,0.11461,45.00000,40.00000,192
2,20,0.11118,49.00000,30.00000,205
2,21,0.11311,50.00000,35.00000,205
2,22,0.11253,46.00000,35.00000,216
2,23,0.10882,48.00000,36.00000,202
2,24,0.11283,59.00000,30.00000,199
2,25,0.10972,55.00000,35.00000,209
2,26,0.10700,57.00000,30.00000,219
2,27,0.12051,53.00000,30.00000,295
2,28,0.10653,55.00000,30.00000,221
2,29,0.10715,52.00000,35.00000,208
2,30,0.11060,51.00000,36.00000,213
2,31,0.10873,37.00000,35.00000,191
2,32,0.10474,46.00000,35.00000,174
2,33,0.11212,53.00000,35.00000,210
2,34,0.10700,41.00000,36.00000,180
3,0,0.11459,59.00000,30.00000,271
3,1,0.11143,52.00000,35.00000,187
3,2,0.10312,43.00000,36.00000,227
3,3,0.10520,40.00000,36.00000,193
3,4,0.11516,53.00000,35.00000,254
3,5,0.11110,53.00000,30.00000,227
3,6,0.11517,41.00000,36.00000,202
3,7,0.10943,45.00000,36.00000,194
3,8,0.10652,63.00000,30.00000,226
3,9,0.10568,60.00000,30.00000,269
3,10,0.10310,60.00000,35.00000,222
3,11,0.10889,45.00000,35.00000,196
3,12,0.11216,64.00000,30.00000,204
3,13,0.11051,45.00000,40.00000,221
3,14,0.10328,44.00000,35.00000,195
3,15,0.10900,43.00000,35.00000,236
3,16,0.11605,42.00000,35.00000,179
3,17,0.10989,56.00000,35.00000,227
3,18,0.11052,60.00000,30.00000,225
3,19,0.10735,53.00000,35.00000,216
3,20,0.11174,59.00000,30.00000,218
3,21,0.10788,51.00000,35.00000,226
3,22,0.10974,58.00000,30.00000,199
3,23,0.11347,66.00000,30.00000,212
3,24,0.11070,62.00000,30.00000,213
3,25,0.10722,61.00000,30.00000,227
3,26,0.10708,49.00000,30.00000,201
3,27,0.11361,54.00000,30.00000,212
3,28,0.11541,59.00000,30.00000,202
3,29,0.11237,51.00000,35.00000,226
3,30,0.11370,40.00000,35.00000,219
3,31,0.10773,52.00000,35.00000,210
3,32,0.10407,57.00000,30.00000,210
3,33,0.11300,67.00000,30.00000,195
3,34,0.09899,54.00000,30.00000,231
4,0,0.11790,49.00000,36.00000,220
4,1,0.10587,56.00000,35.00000,196
4,2,0.11144,50.00000,35.00000,188
4,3,0.10656,58.00000,30.00000,189
4,4,0.10301,59.00000,30.00000,200
4,5,0.10511,41.00000,35.00000,195
4,6,0.10278,54.00000,30.00000,204
4,7,0.10752,59.00000,30.00000,193
4,8,0.10388,55.00000,35.00000,202
4,9,0.10638,55.00000,35.00000,206
4,10,0.11460,63.00000,30.00000,263
4,11,0.10632,60.00000,30.00000,198
4,12,0.10814,49.00000,30.00000,197
4,13,0.09991,37.00000,36.00000,211
4,14,0.10198,60.00000,30.00000,191
4,15,0.11276,64.00000,30.00000,213
4,16,0.10917,59.00000,30.00000,209
4,17,0.10101,62.00000,30.00000,203
4,18,0.10612,40.00000,36.00000,186
4,19,0.10660,62.00000,30.00000,195
4,20,0.10011,46.00000,35.00000,280
4,21,0.10597,49.00000,36.00000,222
4,22,0.11581,42.00000,35.00000,171
4,23,0.11606,43.00000,35.00000,211
4,24,0.11208,42.00000,36.00000,191
4,25,0.10752,50.00000,35.00000,182
4,26,0.10885,57.00000,30.00000,192
4,27,0.11066,53.00000,35.00000,200
4,28,0.10901,65.00000,30.00000,200
4,29,0.11337,59.00000,30.00000,194
4,30,0.10510,58.00000,30.00000,622
4,31,0.10832,51.00000,35.00000,181
4,32,0.10895,43.00000,36.00000,536
4,33,0.11263,50.00000,35.00000,205
4,34,0.11212,51.00000,35.00000,180
5,0,0.11104,56.00000,35.00000,257
5,1,0.10265,53.00000,30.00000,211
5,2,0.09959,47.00000,35.00000,226
5,3,0.11182,57.00000,30.00000,213
5,4,0.10855,55.00000,35.00000,238
5,5,0.10213,50.00000,35.00000,212
5,6,0.10284,49.00000,35.00000,221
5,7,0.10666,47.00000,36.00000,220
5,8,0.11495,45.00000,35.00000,207
5,9,0.11268,55.00000,30.00000,208
5,10,0.10855,47.00000,35.00000,218
5,11,0.10797,49.00000,30.00000,222
5,12,0.11197,40.00000,40.00000,230
5,13,0.11167,56.00000,35.00000,255
5,14,0.11405,61.00000,30.00000,190
5,15,0.10820,38.00000,40.00000,217
5,16,0.10775,44.00000,36.00000,229
5,17,0.10781,50.00000,35.00000,225
5,18,0.11177,60.00000,30.00000,209
5,19,0.11121,57.00000,35.00000,229
5,20,0.12117,42.00000,36.00000,190
5,21,0.11007,59.00000,35.00000,237
5,22,0.11358,59.00000,30.00000,196
5,23,0.10921,52.00000,30.00000,201
5,24,0.10596,49.00000,36.00000,194
5,25,0.10752,54.00000,30.00000,221
5,26,0.10855,55.00000,30.00000,196
5,27,0.10639,44.00000,40.00000,200
5,28,0.11075,45.00000,36.00000,208
5,29,0.10892,51.00000,36.00000,216
5,30,0.11739,48.00000,35.00000,205
5,31,0.10777,49.00000,36.00000,188
5,32,0.10628,52.00000,35.00000,222
5,33,0.10266,48.00000,36.00000,214
5,34,0.11396,61.00000,30.00000,184
6,0,0.11616,39.00000,36.00000,221
6,1,0.10477,61.00000,30.00000,195
6,2,0.11231,50.00000,36.00000,192
6,3,0.10122,53.00000,36.00000,236
6,4,0.11430,57.00000,30.00000,234
6,5,0.10811,55.00000,30.00000,227
6,6,0.11167,57.00000,30.00000,258
6,7,0.10048,48.00000,35.00000,226
6,8,0.10810,54.00000,35.00000,225
6,9,0.10244,45.00000,36.00000,236
6,10,0.10352,59.00000,30.00000,239
6,11,0.10779,47.00000,35.00000,177
6,12,0.09908,61.00000,30.00000,219
6,13,0.10303,55.00000,36.00000,198
6,14,0.11307,51.00000,35.00000,203
6,15,0.10753,45.00000,35.00000,203
6,16,0.10444,52.00000,30.00000,222
6,17,0.10700,53.00000,35.00000,229
6,18,0.10586,39.00000,35.00000,229
6,19,0.10831,47.00000,35.00000,201
6,20,0.11042,59.00000,30.00000,220
6,21,0.10599,61.00000,30.00000,208
6,22,0.10037,52.00000,35.00000,190
6,23,0.10672,63.00000,30.00000,219
6,24,0.09941,58.00000,30.00000,229
6,25,0.10593,61.00000,30.00000,186
6,26,0.09775,57.00000,30.00000,246
6,27,0.09556,65.00000,30.00000,219
6,28,0.09808,64.00000,30.00000,217
6,29,0.10402,50.00000,36.00000,215
6,30,0.11025,41.00000,36.00000,219
6,31,0.10356,55.00000,35.00000,183
6,32,0.10635,50.00000,35.00000,203
6,33,0.11346,44.00000,35.00000,170
6,34,0.10993,36.00000,36.00000,168
7,0,0.10518,58.00000,30.00000,236
7,1,0.10638,60.00000,30.00000,203
7,2,0.09961,56.00000,30.00000,184
7,3,0.10307,46.00000,36.00000,202
7,4,0.10312,52.00000,30.00000,200
7,5,0.10469,51.00000,36.00000,206
7,6,0.10630,54.00000,36.00000,203
7,7,0.10271,55.00000,30.00000,179
7,8,0.09606,52.00000,35.00000,212
7,9,0.11070,55.00000,35.00000,202
7,10,0.09989,57.00000,30.00000,212
7,11,0.10278,48.00000,35.00000,211
7,12,0.10362,48.00000,35.00000,404
7,13,0.10903,32.00000,36.00000,186
7,14,0.10282,55.00000,30.00000,198
7,15,0.10773,65.00000,30.00000,197
7,16,0.10138,49.00000,35.00000,192
7,17,0.10177,47.00000,35.00000,196
7,18,0.10298,55.00000,35.00000,205
7,19,0.10802,48.00000,35.00000,194
7,20,0.10459,52.00000,35.00000,219
7,21,0.09837,53.00000,30.00000,224
7,22,0.11045,47.00000,35.00000,188
7,23,0.10626,46.00000,36.00000,210
7,24,0.10276,54.00000,30.00000,181
7,25,0.10110,55.00000,30.00000,195
7,26,0.10630,49.00000,35.00000,206
7,27,0.09815,47.00000,35.00000,187
7,28,0.09927,54.00000,30.00000,195
7,29,0.10525,47.00000,35.00000,183
7,30,0.09720,48.00000,36.00000,206
7,31,0.10334,66.00000,30.00000,215
7,32,0.10523,36.00000,36.00000,224
7,33,0.10310,64.00000,30.00000,220
7,34,0.10310,46.00000,36.00000,178
8,0,0.10107,65.00000,30.00000,192
8,1,0.10251,49.00000,30.00000,274
8,2,0.09652,55.00000,30.00000,212
8,3,0.10063,46.00000,35.00000,204
8,4,0.10497,33.00000,40.00000,218
8,5,0.09963,62.00000,30.00000,256
8,6,0.10462,53.00000,36.00000,259
8,7,0.09656,55.00000,30.00000,191
8,8,0.10320,46.00000,35.00000,215
8,9,0.10381,53.00000,36.00000,205
8,10,0.10212,36.00000,36.00000,207
8,11,0.10808,47.00000,35.00000,187
8,12,0.10048,53.00000,35.00000,207
8,13,0.10606,51.00000,35.00000,195
8,14,0.10512,50.00000,35.00000,237
8,15,0.10545,41.00000,35.00000,216
8,16,0.10352,44.00000,35.00000,199
8,17,0.11598,48.00000,35.00000,215
8,18,0.10652,64.00000,30.00000,236
8,19,0.10332,57.00000,30.00000,187
8,20,0.10280,65.00000,30.00000,268
8,21,0.10366,47.00000,36.00000,178
8,22,0.10117,54.00000,30.00000,197
8,23,0.10198,63.00000,30.00000,198
8,24,0.09869,42.00000,36.00000,196
8,25,0.10496,54.00000,35.00000,218
8,26,0.09930,45.00000,36.00000,199
8,27,0.09920,48.00000,35.00000,210
8,28,0.10607,53.00000,30.00000,213
8,29,0.10677,51.00000,35.00000,216
8,30,0.09779,61.00000,30.00000,220
8,31,0.09799,48.00000,35.00000,184
8,32,0.09967,62.00000,30.00000,186
8,33,0.10451,51.00000,35.00000,182
8,34,0.10211,54.00000,35.00000,183
9,0,0.10426,25.00000,36.00000,225
9,1,0.10386,55.00000,35.00000,246
9,2,0.10089,57.00000,30.00000,191
9,3,0.09928,50.00000,40.00000,197
9,4,0.10145,51.00000,36.00000,187
9,5,0.10257,53.00000,30.00000,177
9,6,0.09939,54.00000,35.00000,197
9,7,0.09948,54.00000,30.00000,192
9,8,0.10446,64.00000,30.00000,203
9,9,0.09642,52.00000,35.00000,195
9,10,0.10738,41.00000,36.00000,199
9,11,0.09785,65.00000,30.00000,229
9,12,0.10216,58.00000,30.00000,191
9,13,0.10205,40.00000,35.00000,190
9,14,0.10343,54.00000,35.00000,202
9,15,0.09624,54.00000,30.00000,198
9,16,0.10251,52.00000,36.00000,197
9,17,0.10129,59.00000,30.00000,195
9,18,0.10651,40.00000,40.00000,193
9,19,0.10062,42.00000,40.00000,191
9,20,0.10609,57.00000,35.00000,185
9,21,0.10083,55.00000,30.00000,247
9,22,0.10868,52.00000,36.00000,208
9,23,0.10090,48.00000,35.00000,217
9,24,0.10055,57.00000,30.00000,211
9,25,0.09989,39.00000,35.00000,194
9,26,0.10362,48.00000,35.00000,179
9,27,0.09568,58.00000,30.00000,192
9,28,0.09859,41.00000,36.00000,206
9,29,0.10237,51.00000,35.00000,218
9,30,0.10013,56.00000,30.00000,210
9,31,0.11073,54.00000,36.00000,182
9,32,0.09929,52.00000,36.00000,184
9,33,0.10517,53.00000,35.00000,185
9,34,0.10625,52.00000,36.00000,209
10,0,0.10265,48.00000,35.00000,294
10,1,0.10531,51.00000,35.00000,211
10,2,0.10289,53.00000,35.00000,198
10,3,0.10207,51.00000,35.00000,194
10,4,0.09851,54.00000,35.00000,238
10,5,0.10379,46.00000,36.00000,176
10,6,0.10284,60.00000,30.00000,206
10,7,0.10083,47.00000,35.00000,194
10,8,0.09725,64.00000,30.00000,220
10,9,0.10592,61.00000,30.00000,205
10,10,0.10540,59.00000,30.00000,226
10,11,0.09632,49.00000,35.00000,191
10,12,0.10162,61.00000,30.00000,215
10,13,0.10119,50.00000,35.00000,179
10,14,0.09835,51.00000,35.00000,194
10,15,0.10492,51.00000,35.00000,222
10,16,0.09878,59.00000,30.00000,188
10,17,0.10013,54.00000,30.00000,189
10,18,0.10189,43.00000,40.00000,222
10,19,0.09917,41.00000,36.00000,218
10,20,0.09557,46.00000,35.00000,206
10,21,0.10455,57.00000,30.00000,182
10,22,0.09913,50.00000,35.00000,218
10,23,0.09641,58.00000,30.00000,206
10,24,0.09796,48.00000,35.00000,188
10,25,0.10119,56.00000,35.00000,200
10,26,0.09909,52.00000,36.00000,215
10,27,0.10142,66.00000,30.00000,200
10,28,0.10192,54.00000,30.00000,198
10,29,0.10574,48.00000,35.00000,197
10,30,0.10309,45.00000,35.00000,198
10,31,0.10640,53.00000,35.00000,191
10,32,0.10690,53.00000,30.00000,199
10,33,0.10218,43.00000,35.00000,207
10,34,0.10406,50.00000,35.00000,212
