epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.44496,73.00000,30.00000,4513
1,1,0.35276,55.00000,36.00000,323
1,2,0.31730,49.00000,35.00000,166
1,3,0.30286,65.00000,35.00000,140
1,4,0.28609,70.00000,30.00000,152
1,5,0.27109,52.00000,35.00000,149
2,0,0.26277,54.00000,30.00000,307
2,1,0.24352,67.00000,30.00000,161
2,2,0.25542,58.00000,30.00000,103
2,3,0.22722,66.00000,30.00000,148
2,4,0.21019,49.00000,30.00000,139
2,5,0.21197,53.00000,35.00000,142
3,0,0.20331,64.00000,30.00000,1124
3,1,0.20160,49.00000,36.00000,219
3,2,0.18090,52.00000,36.00000,96
3,3,0.18075,59.00000,30.00000,91
3,4,0.16723,44.00000,36.00000,88
3,5,0.18609,55.00000,35.00000,143
4,0,0.15467,54.00000,40.00000,737
4,1,0.15744,58.00000,35.00000,118
4,2,0.16219,49.00000,35.00000,88
4,3,0.15012,61.00000,30.00000,95
4,4,0.15890,63.00000,35.00000,147
4,5,0.14507,68.00000,35.00000,143
5,0,0.14197,58.00000,35.00000,1115
5,1,0.13586,60.00000,35.00000,158
5,2,0.14091,57.00000,35.00000,94
5,3,0.14079,57.00000,35.00000,106
5,4,0.13740,76.00000,30.00000,167
5,5,0.15091,59.00000,36.00000,104
6,0,0.13524,54.00000,35.00000,390
6,1,0.13262,47.00000,36.00000,155
6,2,0.13154,76.00000,30.00000,147
6,3,0.12906,62.00000,30.00000,135
6,4,0.12411,53.00000,36.00000,95
6,5,0.12723,63.00000,35.00000,136
7,0,0.13045,63.00000,35.00000,102
7,1,0.14269,48.00000,40.00000,100
7,2,0.13377,59.00000,35.00000,129
7,3,0.13704,71.00000,30.00000,90
7,4,0.14276,48.00000,35.00000,87
7,5,0.14654,43.00000,36.00000,101
8,0,0.12650,68.00000,30.00000,800
8,1,0.12515,56.00000,36.00000,104
8,2,0.12592,59.00000,35.00000,153
8,3,0.12125,61.00000,30.00000,134
8,4,0.13799,61.00000,30.00000,125
8,5,0.13677,69.00000,30.00000,140
9,0,0.12310,55.00000,35.00000,1107
9,1,0.12201,70.00000,30.00000,131
9,2,0.13425,57.00000,35.00000,118
9,3,0.12449,63.00000,35.00000,103
9,4,0.13302,51.00000,36.00000,141
9,5,0.12387,66.00000,36.00000,136
10,0,0.12496,63.00000,35.00000,1247
10,1,0.12377,61.00000,30.00000,108
10,2,0.12626,46.00000,36.00000,136
10,3,0.11905,53.00000,35.00000,135
10,4,0.15677,72.00000,30.00000,171
10,5,0.15278,55.00000,36.00000,138
11,0,0.14787,42.00000,40.00000,1228
11,1,0.15038,67.00000,35.00000,173
11,2,0.14638,70.00000,30.00000,113
11,3,0.14299,50.00000,35.00000,155
11,4,0.11815,61.00000,35.00000,108
11,5,0.15263,48.00000,35.00000,129
12,0,0.15510,56.00000,35.00000,1322
12,1,0.15449,64.00000,30.00000,153
12,2,0.16089,49.00000,35.00000,136
12,3,0.17432,69.00000,30.00000,142
12,4,0.15573,64.00000,30.00000,136
12,5,0.15719,61.00000,35.00000,90
13,0,0.15777,63.00000,30.00000,164
13,1,0.13501,63.00000,30.00000,110
13,2,0.14213,67.00000,30.00000,136
13,3,0.14530,56.00000,35.00000,88
13,4,0.15720,64.00000,30.00000,132
13,5,0.14922,63.00000,30.00000,133
14,0,0.13652,53.00000,35.00000,155
14,1,0.14736,63.00000,30.00000,96
14,2,0.14030,41.00000,36.00000,136
14,3,0.15268,67.00000,30.00000,100
14,4,0.12850,57.00000,35.00000,138
14,5,0.15512,59.00000,35.00000,131
15,0,0.12963,59.00000,30.00000,168
15,1,0.14705,59.00000,30.00000,98
15,2,0.14904,65.00000,30.00000,95
15,3,0.13277,56.00000,35.00000,143
15,4,0.13387,60.00000,30.00000,150
15,5,0.15339,68.00000,30.00000,136
16,0,0.14929,49.00000,35.00000,101
16,1,0.15284,57.00000,36.00000,107
16,2,0.14065,59.00000,30.00000,132
16,3,0.14386,59.00000,30.00000,138
16,4,0.14547,73.00000,30.00000,90
16,5,0.14518,62.00000,30.00000,87
17,0,0.13601,57.00000,36.00000,1142
17,1,0.14671,63.00000,35.00000,113
17,2,0.13870,59.00000,36.00000,164
17,3,0.11930,65.00000,30.00000,142
17,4,0.15529,77.00000,30.00000,145
17,5,0.15095,52.00000,35.00000,136
18,0,0.14532,46.00000,35.00000,100
18,1,0.12540,53.00000,35.00000,106
18,2,0.15918,49.00000,30.00000,89
18,3,0.12666,68.00000,30.00000,93
18,4,0.15720,65.00000,35.00000,88
18,5,0.15385,52.00000,35.00000,144
19,0,0.15011,56.00000,35.00000,1102
19,1,0.14610,61.00000,30.00000,103
19,2,0.15740,69.00000,30.00000,132
19,3,0.13911,69.00000,36.00000,117
19,4,0.13543,49.00000,35.00000,101
19,5,0.13215,59.00000,35.00000,160
20,0,0.13838,51.00000,40.00000,1240
20,1,0.13300,51.00000,35.00000,127
20,2,0.15284,45.00000,40.00000,107
20,3,0.13887,71.00000,30.00000,136
20,4,0.13761,63.00000,35.00000,125
20,5,0.14496,43.00000,36.00000,108
21,0,0.13966,48.00000,36.00000,1187
21,1,0.14565,61.00000,35.00000,208
21,2,0.15794,46.00000,36.00000,111
21,3,0.13729,65.00000,30.00000,107
21,4,0.13867,60.00000,30.00000,108
21,5,0.13278,55.00000,36.00000,138
22,0,0.13158,67.00000,30.00000,775
22,1,0.13958,64.00000,30.00000,100
22,2,0.14666,40.00000,36.00000,138
22,3,0.13854,50.00000,36.00000,136
22,4,0.15618,59.00000,35.00000,130
22,5,0.15275,62.00000,36.00000,138
23,0,0.15156,67.00000,30.00000,124
23,1,0.14250,72.00000,30.00000,113
23,2,0.14971,49.00000,36.00000,123
23,3,0.14205,51.00000,36.00000,137
23,4,0.14179,59.00000,35.00000,135
23,5,0.14154,69.00000,30.00000,138
24,0,0.14792,69.00000,30.00000,123
24,1,0.13615,46.00000,35.00000,91
24,2,0.15211,69.00000,30.00000,101
24,3,0.13527,63.00000,30.00000,102
24,4,0.14977,61.00000,30.00000,142
24,5,0.14917,52.00000,36.00000,118
25,0,0.14835,56.00000,35.00000,108
25,1,0.14432,51.00000,35.00000,108
25,2,0.13207,59.00000,35.00000,161
25,3,0.15247,63.00000,30.00000,145
25,4,0.15840,67.00000,30.00000,151
25,5,0.14932,67.00000,30.00000,132
26,0,0.14321,57.00000,35.00000,99
26,1,0.13362,55.00000,30.00000,128
26,2,0.15427,64.00000,30.00000,171
26,3,0.14384,72.00000,30.00000,137
26,4,0.14965,45.00000,36.00000,134
26,5,0.15337,57.00000,30.00000,141
27,0,0.15936,68.00000,30.00000,230
27,1,0.15953,50.00000,35.00000,98
27,2,0.15086,49.00000,35.00000,140
27,3,0.14321,53.00000,30.00000,136
27,4,0.14688,64.00000,35.00000,140
27,5,0.13942,42.00000,36.00000,136
28,0,0.14580,67.00000,30.00000,1212
28,1,0.17174,67.00000,30.00000,103
28,2,0.15805,66.00000,30.00000,135
28,3,0.12922,55.00000,36.00000,137
28,4,0.12770,53.00000,35.00000,140
28,5,0.14246,63.00000,30.00000,159
29,0,0.15412,54.00000,35.00000,191
29,1,0.13958,57.00000,30.00000,100
29,2,0.14557,62.00000,35.00000,124
29,3,0.14838,65.00000,30.00000,89
29,4,0.14249,53.00000,36.00000,100
29,5,0.14656,54.00000,35.00000,142
30,0,0.16099,69.00000,30.00000,169
30,1,0.15346,58.00000,35.00000,131
30,2,0.13558,60.00000,35.00000,97
30,3,0.14728,60.00000,35.00000,88
