epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.48152,51.00000,35.00000,4499
1,1,0.34527,64.00000,30.00000,321
1,2,0.29231,70.00000,30.00000,198
1,3,0.27728,65.00000,30.00000,193
1,4,0.25518,68.00000,30.00000,190
1,5,0.23555,66.00000,35.00000,228
1,6,0.23826,54.00000,35.00000,188
1,7,0.21517,54.00000,35.00000,198
1,8,0.20004,68.00000,30.00000,161
1,9,0.20441,58.00000,36.00000,154
1,10,0.17552,72.00000,30.00000,164
1,11,0.16169,67.00000,30.00000,190
1,12,0.16170,55.00000,36.00000,215
1,13,0.15925,66.00000,30.00000,187
1,14,0.13764,62.00000,36.00000,192
1,15,0.13969,57.00000,35.00000,160
1,16,0.15924,63.00000,30.00000,182
1,17,0.12805,59.00000,36.00000,216
1,18,0.13068,65.00000,30.00000,190
1,19,0.12921,70.00000,30.00000,162
1,20,0.13110,57.00000,30.00000,177
2,0,0.12564,43.00000,40.00000,541
2,1,0.11524,64.00000,36.00000,184
2,2,0.11241,55.00000,35.00000,182
2,3,0.12385,54.00000,35.00000,224
2,4,0.12060,56.00000,36.00000,186
2,5,0.10420,61.00000,36.00000,199
2,6,0.12002,61.00000,30.00000,162
2,7,0.12004,49.00000,35.00000,185
2,8,0.10908,43.00000,35.00000,177
2,9,0.09990,59.00000,35.00000,179
2,10,0.10549,52.00000,36.00000,186
2,11,0.09388,66.00000,30.00000,157
2,12,0.10072,68.00000,30.00000,155
2,13,0.08325,68.00000,30.00000,167
2,14,0.10246,59.00000,35.00000,183
2,15,0.09163,58.00000,35.00000,194
2,16,0.08049,56.00000,35.00000,159
2,17,0.09344,52.00000,36.00000,147
2,18,0.09052,66.00000,30.00000,159
2,19,0.08148,54.00000,35.00000,181
2,20,0.08915,63.00000,30.00000,188
3,0,0.09272,56.00000,36.00000,2531
3,1,0.08295,52.00000,35.00000,164
3,2,0.09745,74.00000,30.00000,177
3,3,0.09900,60.00000,36.00000,165
3,4,0.07724,64.00000,30.00000,185
3,5,0.08692,62.00000,35.00000,165
3,6,0.08700,40.00000,40.00000,212
3,7,0.08661,54.00000,35.00000,152
3,8,0.10198,74.00000,30.00000,166
3,9,0.09213,52.00000,35.00000,206
3,10,0.08542,74.00000,30.00000,166
3,11,0.09290,68.00000,30.00000,184
3,12,0.08085,58.00000,30.00000,213
3,13,0.06957,59.00000,35.00000,156
3,14,0.08278,64.00000,30.00000,191
3,15,0.10037,45.00000,36.00000,182
3,16,0.09764,70.00000,30.00000,161
3,17,0.08520,60.00000,35.00000,183
3,18,0.07832,65.00000,35.00000,218
3,19,0.08066,60.00000,35.00000,159
3,20,0.08419,59.00000,35.00000,181
4,0,0.07558,57.00000,36.00000,4400
4,1,0.07136,61.00000,30.00000,203
4,2,0.07133,60.00000,35.00000,159
4,3,0.08287,45.00000,36.00000,186
4,4,0.07465,58.00000,36.00000,187
4,5,0.07627,54.00000,35.00000,183
4,6,0.07548,53.00000,36.00000,165
4,7,0.07809,60.00000,30.00000,164
4,8,0.08050,62.00000,35.00000,157
4,9,0.07972,60.00000,35.00000,154
4,10,0.07938,57.00000,36.00000,158
4,11,0.08461,56.00000,35.00000,189
4,12,0.07678,66.00000,30.00000,192
4,13,0.06886,67.00000,36.00000,183
4,14,0.07296,54.00000,30.00000,160
4,15,0.06429,62.00000,30.00000,182
4,16,0.07431,59.00000,35.00000,183
4,17,0.07029,67.00000,30.00000,188
4,18,0.07418,44.00000,40.00000,179
4,19,0.06932,57.00000,35.00000,187
4,20,0.07217,53.00000,35.00000,183
5,0,0.07236,62.00000,30.00000,3915
5,1,0.07357,57.00000,35.00000,187
5,2,0.08115,66.00000,35.00000,171
5,3,0.07324,52.00000,35.00000,148
5,4,0.06989,68.00000,30.00000,225
5,5,0.07296,70.00000,30.00000,191
5,6,0.07403,63.00000,35.00000,162
5,7,0.06250,44.00000,35.00000,181
5,8,0.05942,56.00000,35.00000,186
5,9,0.07348,65.00000,30.00000,188
5,10,0.06388,58.00000,30.00000,152
5,11,0.06572,70.00000,30.00000,159
5,12,0.07118,53.00000,30.00000,177
5,13,0.06987,59.00000,30.00000,160
5,14,0.06914,67.00000,30.00000,196
5,15,0.06587,56.00000,35.00000,189
5,16,0.05919,61.00000,30.00000,187
5,17,0.06694,68.00000,30.00000,159
5,18,0.06991,61.00000,35.00000,188
5,19,0.07556,54.00000,30.00000,150
5,20,0.07840,58.00000,35.00000,187
6,0,0.07023,53.00000,35.00000,3710
6,1,0.07076,54.00000,30.00000,190
6,2,0.09327,53.00000,30.00000,146
6,3,0.08180,60.00000,35.00000,180
6,4,0.06587,45.00000,35.00000,192
6,5,0.07774,58.00000,35.00000,174
6,6,0.07635,64.00000,30.00000,170
6,7,0.07900,68.00000,30.00000,157
6,8,0.06402,49.00000,36.00000,194
6,9,0.07862,62.00000,35.00000,191
6,10,0.08065,45.00000,36.00000,179
6,11,0.07399,65.00000,30.00000,366
6,12,0.06948,61.00000,30.00000,185
6,13,0.07240,73.00000,30.00000,165
6,14,0.06499,74.00000,30.00000,191
6,15,0.07888,67.00000,30.00000,184
6,16,0.07354,57.00000,30.00000,203
6,17,0.06281,65.00000,30.00000,197
6,18,0.07148,47.00000,36.00000,179
6,19,0.07534,63.00000,30.00000,192
6,20,0.06644,60.00000,35.00000,170
7,0,0.06117,58.00000,30.00000,4251
7,1,0.07054,62.00000,30.00000,162
7,2,0.06785,53.00000,36.00000,181
7,3,0.06394,57.00000,35.00000,186
7,4,0.07049,57.00000,35.00000,179
7,5,0.07107,49.00000,35.00000,185
7,6,0.07302,56.00000,35.00000,188
7,7,0.07028,63.00000,36.00000,211
7,8,0.06492,61.00000,36.00000,190
7,9,0.06726,59.00000,30.00000,185
7,10,0.07374,75.00000,30.00000,163
7,11,0.07678,59.00000,35.00000,155
7,12,0.06467,61.00000,35.00000,201
7,13,0.06601,48.00000,35.00000,189
7,14,0.07955,66.00000,35.00000,217
7,15,0.07972,69.00000,30.00000,158
7,16,0.06936,48.00000,35.00000,208
7,17,0.06895,42.00000,35.00000,177
7,18,0.06803,71.00000,30.00000,162
7,19,0.07667,65.00000,35.00000,165
7,20,0.07668,66.00000,30.00000,218
8,0,0.07332,52.00000,40.00000,2955
8,1,0.07100,67.00000,30.00000,189
8,2,0.06393,72.00000,30.00000,166
8,3,0.07204,60.00000,35.00000,162
8,4,0.07600,61.00000,36.00000,168
8,5,0.07755,58.00000,35.00000,185
8,6,0.06272,60.00000,35.00000,167
8,7,0.07306,50.00000,36.00000,159
8,8,0.06222,47.00000,35.00000,155
8,9,0.07403,45.00000,40.00000,193
8,10,0.06834,53.00000,35.00000,152
8,11,0.08388,59.00000,35.00000,184
8,12,0.07406,63.00000,30.00000,213
8,13,0.07832,55.00000,36.00000,165
8,14,0.07947,49.00000,36.00000,176
8,15,0.06609,69.00000,30.00000,189
8,16,0.08506,67.00000,30.00000,187
8,17,0.08105,52.00000,36.00000,155
8,18,0.08066,58.00000,35.00000,156
8,19,0.07859,71.00000,30.00000,167
8,20,0.07038,50.00000,40.00000,179
9,0,0.07692,59.00000,35.00000,4228
9,1,0.06621,45.00000,35.00000,319
9,2,0.08008,74.00000,30.00000,171
9,3,0.07731,53.00000,36.00000,158
9,4,0.06812,56.00000,36.00000,193
9,5,0.07801,63.00000,30.00000,183
9,6,0.06969,67.00000,36.00000,196
9,7,0.07870,64.00000,36.00000,186
9,8,0.06772,61.00000,30.00000,188
9,9,0.07847,58.00000,35.00000,191
9,10,0.07093,63.00000,30.00000,190
9,11,0.06834,69.00000,30.00000,185
9,12,0.07544,59.00000,30.00000,183
9,13,0.08075,58.00000,35.00000,154
9,14,0.07213,55.00000,36.00000,155
9,15,0.07536,31.00000,36.00000,192
9,16,0.07886,49.00000,36.00000,158
9,17,0.07710,60.00000,35.00000,166
9,18,0.06950,55.00000,36.00000,178
9,19,0.07967,62.00000,30.00000,158
9,20,0.08206,57.00000,30.00000,177
10,0,0.07896,60.00000,35.00000,3812
10,1,0.07290,73.00000,30.00000,194
10,2,0.08048,56.00000,35.00000,185
10,3,0.07822,64.00000,35.00000,191
10,4,0.08029,52.00000,35.00000,164
10,5,0.07223,66.00000,30.00000,167
10,6,0.07707,53.00000,35.00000,181
10,7,0.07264,53.00000,30.00000,166
10,8,0.07526,73.00000,30.00000,172
10,9,0.06820,66.00000,30.00000,179
10,10,0.07172,76.00000,30.00000,195
10,11,0.07398,61.00000,36.00000,161
10,12,0.07329,61.00000,30.00000,177
10,13,0.07352,59.00000,36.00000,157
10,14,0.07472,58.00000,35.00000,154
10,15,0.09127,45.00000,35.00000,181
10,16,0.08995,59.00000,30.00000,185
10,17,0.07327,59.00000,36.00000,183
10,18,0.08381,56.00000,35.00000,179
10,19,0.08480,51.00000,30.00000,181
10,20,0.08708,51.00000,35.00000,176
11,0,0.07416,65.00000,30.00000,4954
11,1,0.08255,55.00000,36.00000,180
11,2,0.06743,54.00000,35.00000,189
11,3,0.08373,73.00000,30.00000,192
11,4,0.06716,61.00000,30.00000,185
11,5,0.07989,58.00000,35.00000,185
11,6,0.06975,39.00000,36.00000,185
11,7,0.08525,61.00000,30.00000,188
11,8,0.07628,56.00000,30.00000,184
11,9,0.07446,46.00000,36.00000,208
11,10,0.08548,55.00000,35.00000,184
11,11,0.07623,64.00000,35.00000,157
11,12,0.07816,70.00000,30.00000,187
11,13,0.07440,61.00000,30.00000,186
11,14,0.07848,48.00000,36.00000,156
11,15,0.07474,65.00000,35.00000,166
11,16,0.09422,56.00000,35.00000,187
11,17,0.08177,60.00000,35.00000,213
11,18,0.07779,62.00000,30.00000,159
11,19,0.08701,45.00000,35.00000,160
11,20,0.07578,73.00000,30.00000,167
12,0,0.07061,50.00000,35.00000,4399
12,1,0.07377,60.00000,35.00000,235
12,2,0.07748,64.00000,30.00000,192
12,3,0.07665,64.00000,30.00000,195
12,4,0.08593,47.00000,35.00000,152
12,5,0.07544,59.00000,36.00000,177
12,6,0.07832,55.00000,35.00000,180
12,7,0.07670,60.00000,30.00000,183
12,8,0.08895,59.00000,30.00000,166
12,9,0.08265,54.00000,35.00000,189
12,10,0.08568,60.00000,36.00000,190
12,11,0.08385,43.00000,36.00000,186
12,12,0.08106,69.00000,30.00000,183
12,13,0.08888,60.00000,35.00000,189
12,14,0.07230,61.00000,35.00000,188
12,15,0.08580,52.00000,36.00000,187
12,16,0.08949,52.00000,40.00000,150
12,17,0.08100,63.00000,30.00000,185
12,18,0.08266,63.00000,30.00000,182
12,19,0.07159,58.00000,36.00000,158
12,20,0.07224,65.00000,30.00000,188
13,0,0.07024,55.00000,35.00000,4050
13,1,0.07435,61.00000,35.00000,183
13,2,0.07043,69.00000,30.00000,157
13,3,0.07770,58.00000,36.00000,164
13,4,0.07425,62.00000,30.00000,161
13,5,0.08955,64.00000,35.00000,184
13,6,0.08086,65.00000,30.00000,178
13,7,0.08484,77.00000,30.00000,167
13,8,0.07653,60.00000,35.00000,165
13,9,0.07995,48.00000,35.00000,181
13,10,0.07594,49.00000,30.00000,179
13,11,0.07855,57.00000,36.00000,187
13,12,0.07546,45.00000,35.00000,184
13,13,0.07852,45.00000,36.00000,189
13,14,0.07831,66.00000,30.00000,190
13,15,0.07258,50.00000,35.00000,179
13,16,0.07849,55.00000,35.00000,187
13,17,0.07667,63.00000,30.00000,185
13,18,0.06965,68.00000,30.00000,157
13,19,0.08284,60.00000,35.00000,181
13,20,0.09014,42.00000,36.00000,168
14,0,0.08814,53.00000,35.00000,4219
14,1,0.08015,51.00000,35.00000,184
14,2,0.08089,61.00000,30.00000,156
14,3,0.08506,60.00000,36.00000,166
14,4,0.08312,56.00000,36.00000,172
14,5,0.08890,47.00000,36.00000,153
14,6,0.07693,56.00000,30.00000,166
14,7,0.08426,58.00000,30.00000,159
14,8,0.07896,60.00000,35.00000,160
14,9,0.07461,64.00000,35.00000,190
14,10,0.07999,56.00000,35.00000,150
14,11,0.07899,66.00000,30.00000,161
14,12,0.09079,64.00000,30.00000,181
14,13,0.08046,49.00000,40.00000,218
14,14,0.08281,55.00000,35.00000,189
14,15,0.07692,45.00000,40.00000,155
14,16,0.08118,63.00000,30.00000,216
14,17,0.07516,67.00000,30.00000,156
14,18,0.07164,47.00000,35.00000,178
14,19,0.07164,55.00000,36.00000,218
14,20,0.09256,51.00000,35.00000,185
15,0,0.08224,66.00000,30.00000,3920
15,1,0.08532,61.00000,30.00000,185
15,2,0.08368,59.00000,30.00000,170
15,3,0.07843,53.00000,36.00000,152
15,4,0.07916,53.00000,35.00000,154
15,5,0.07858,55.00000,36.00000,169
15,6,0.09035,38.00000,40.00000,171
15,7,0.07952,64.00000,30.00000,153
15,8,0.08787,51.00000,36.00000,163
15,9,0.08514,61.00000,35.00000,214
15,10,0.07398,53.00000,35.00000,183
15,11,0.07682,64.00000,30.00000,190
15,12,0.08329,46.00000,36.00000,180
15,13,0.07735,49.00000,35.00000,187
15,14,0.08127,58.00000,36.00000,156
15,15,0.08327,61.00000,30.00000,212
15,16,0.07246,57.00000,35.00000,152
15,17,0.08362,61.00000,30.00000,183
15,18,0.07850,44.00000,35.00000,146
15,19,0.07739,58.00000,36.00000,188
15,20,0.08053,50.00000,35.00000,172
16,0,0.08141,63.00000,30.00000,2375
16,1,0.08053,56.00000,35.00000,159
16,2,0.08246,61.00000,35.00000,174
16,3,0.07845,64.00000,30.00000,157
16,4,0.07601,62.00000,35.00000,162
16,5,0.07772,59.00000,35.00000,164
16,6,0.07899,61.00000,30.00000,162
16,7,0.08507,48.00000,35.00000,161
16,8,0.06982,69.00000,35.00000,171
16,9,0.08788,43.00000,36.00000,150
16,10,0.08732,69.00000,30.00000,173
16,11,0.07311,50.00000,40.00000,162
16,12,0.07787,63.00000,35.00000,185
16,13,0.07921,61.00000,30.00000,157
16,14,0.08874,55.00000,35.00000,188
16,15,0.07482,66.00000,30.00000,187
16,16,0.07376,55.00000,36.00000,185
16,17,0.07770,60.00000,30.00000,190
16,18,0.07868,48.00000,35.00000,178
16,19,0.08069,64.00000,35.00000,195
16,20,0.07789,63.00000,35.00000,214
17,0,0.07644,70.00000,30.00000,3568
17,1,0.07992,57.00000,30.00000,182
17,2,0.07766,61.00000,30.00000,164
17,3,0.08187,64.00000,30.00000,183
17,4,0.08296,53.00000,35.00000,180
17,5,0.09497,45.00000,35.00000,175
17,6,0.08270,63.00000,35.00000,172
17,7,0.08811,50.00000,36.00000,163
17,8,0.09369,54.00000,35.00000,190
17,9,0.09135,60.00000,35.00000,167
17,10,0.09075,47.00000,35.00000,155
17,11,0.09162,57.00000,35.00000,159
17,12,0.08844,51.00000,35.00000,181
17,13,0.08326,52.00000,30.00000,203
17,14,0.08445,58.00000,35.00000,164
17,15,0.07257,65.00000,30.00000,209
17,16,0.07890,48.00000,36.00000,180
17,17,0.08467,61.00000,35.00000,158
17,18,0.07407,70.00000,30.00000,183
17,19,0.08821,60.00000,35.00000,185
17,20,0.07883,58.00000,35.00000,179
18,0,0.07412,58.00000,35.00000,4279
18,1,0.08313,63.00000,30.00000,175
18,2,0.07515,41.00000,36.00000,193
18,3,0.08498,62.00000,30.00000,200
18,4,0.08293,54.00000,30.00000,184
18,5,0.07376,70.00000,30.00000,161
18,6,0.07794,48.00000,40.00000,192
18,7,0.07880,60.00000,35.00000,157
18,8,0.07919,64.00000,35.00000,217
18,9,0.09081,71.00000,30.00000,193
18,10,0.08810,53.00000,36.00000,184
18,11,0.08276,54.00000,35.00000,186
18,12,0.08037,49.00000,36.00000,186
18,13,0.07925,67.00000,30.00000,157
18,14,0.08233,51.00000,35.00000,181
18,15,0.08281,73.00000,30.00000,218
18,16,0.07805,45.00000,35.00000,180
18,17,0.07776,67.00000,30.00000,162
18,18,0.07850,60.00000,35.00000,201
18,19,0.08146,58.00000,35.00000,207
18,20,0.08602,42.00000,36.00000,139
19,0,0.08045,53.00000,30.00000,4052
19,1,0.08030,70.00000,30.00000,168
19,2,0.07137,67.00000,30.00000,164
19,3,0.06517,55.00000,35.00000,156
19,4,0.08455,60.00000,35.00000,157
19,5,0.08863,46.00000,40.00000,165
19,6,0.08226,51.00000,35.00000,158
19,7,0.08469,67.00000,30.00000,182
19,8,0.07718,60.00000,30.00000,211
19,9,0.07569,72.00000,30.00000,166
19,10,0.07989,52.00000,35.00000,188
19,11,0.10403,50.00000,35.00000,160
19,12,0.07483,49.00000,30.00000,184
19,13,0.08824,48.00000,36.00000,181
19,14,0.08943,64.00000,36.00000,189
19,15,0.08169,47.00000,40.00000,152
19,16,0.08310,53.00000,35.00000,179
19,17,0.08525,60.00000,36.00000,158
19,18,0.08769,35.00000,36.00000,156
19,19,0.08609,68.00000,30.00000,159
19,20,0.08324,47.00000,35.00000,178
20,0,0.09004,57.00000,30.00000,2772
20,1,0.07713,57.00000,30.00000,166
20,2,0.07327,69.00000,30.00000,169
20,3,0.07992,54.00000,35.00000,167
20,4,0.07570,49.00000,36.00000,167
20,5,0.07029,57.00000,35.00000,166
20,6,0.07135,66.00000,30.00000,165
20,7,0.07049,67.00000,30.00000,168
20,8,0.08313,67.00000,30.00000,182
20,9,0.07844,56.00000,30.00000,175
20,10,0.07485,54.00000,30.00000,179
20,11,0.09674,57.00000,35.00000,215
20,12,0.07347,61.00000,30.00000,155
20,13,0.08457,51.00000,36.00000,160
20,14,0.08084,62.00000,35.00000,190
20,15,0.08027,52.00000,35.00000,185
20,16,0.08383,65.00000,30.00000,190
20,17,0.07750,51.00000,30.00000,182
20,18,0.08959,57.00000,30.00000,184
20,19,0.08143,56.00000,36.00000,160
20,20,0.08793,64.00000,36.00000,194
